CGPA,skills_score,projects_count,internships_done,communication_score,aptitude_score,coding_test_score,resume_score,extracurricular,college_tier,hackathons_participated,certifications_count,linkedin_activity_score,github_score,soft_skills_score,interview_score,consistency_score,backlogs,placement_training,selected
7.95,8,1,2,8,7,4,5,Yes,Tier 3,0,1,2,4,8,5,6,2,Yes,Yes
5.48,5,5,3,5,8,8,7,No,Tier 3,4,2,2,10,10,2,4,4,No,Yes
7.74,4,5,2,2,7,2,2,Yes,Tier 3,2,5,9,5,1,3,10,2,No,No
8.51,7,2,2,5,4,10,7,No,Tier 2,1,3,3,3,10,1,1,1,Yes,No
8.96,6,1,1,2,7,4,3,Yes,Tier 2,4,8,3,2,2,8,6,5,Yes,No
8.15,6,1,2,6,1,7,8,No,Tier 3,4,6,4,6,2,9,2,5,Yes,Yes
5.76,3,2,3,8,8,5,7,No,Tier 2,2,4,5,6,1,10,3,4,Yes,Yes
8.55,10,3,2,2,10,10,1,Yes,Tier 2,2,9,5,3,3,4,1,4,Yes,Yes
8.39,4,5,1,6,10,2,9,Yes,Tier 2,0,8,10,3,2,4,4,1,No,Yes
5.12,5,4,2,6,3,3,6,Yes,Tier 2,5,6,4,6,8,10,3,0,Yes,Yes
7.06,9,0,3,1,9,4,4,Yes,Tier 3,1,5,8,3,4,10,6,0,No,Yes
6.66,8,5,2,9,1,5,6,No,Tier 3,2,3,7,6,7,1,5,1,Yes,No
8.35,3,0,1,8,6,7,2,Yes,Tier 1,0,4,7,3,8,9,7,5,Yes,Yes
6.08,6,2,1,4,1,3,2,Yes,Tier 1,2,5,9,5,4,1,5,2,Yes,Yes
7.95,10,0,1,7,8,9,8,Yes,Tier 1,4,0,7,4,5,2,7,2,No,No
9.57,1,3,1,4,3,10,10,No,Tier 2,5,1,5,5,5,1,1,5,No,No
8.99,3,1,0,8,4,3,5,Yes,Tier 1,5,1,3,7,9,6,3,3,No,Yes
9.61,10,4,1,10,6,5,7,Yes,Tier 2,4,6,8,1,7,8,4,1,Yes,Yes
9.89,7,0,2,2,4,5,1,No,Tier 1,4,2,5,10,7,6,9,5,Yes,Yes
5.05,7,0,2,2,8,7,6,No,Tier 2,5,3,2,5,7,6,4,1,No,No
8.11,2,2,2,3,9,6,10,No,Tier 1,4,8,10,1,2,7,1,5,Yes,Yes
7.06,3,2,2,4,5,3,7,Yes,Tier 1,3,4,2,10,2,9,4,3,No,No
9.3,7,1,0,6,1,1,10,No,Tier 1,4,2,1,10,5,5,10,4,Yes,Yes
6.26,6,4,0,5,8,6,7,No,Tier 2,1,6,1,6,7,10,9,0,Yes,Yes
9.91,7,0,0,10,2,6,10,Yes,Tier 3,4,4,10,10,3,2,1,1,Yes,Yes
8.07,10,1,2,10,6,4,3,Yes,Tier 1,3,6,4,7,3,2,7,1,Yes,Yes
8.97,9,4,3,7,6,2,9,Yes,Tier 2,2,8,5,10,3,3,8,3,Yes,Yes
5.43,8,1,3,6,7,9,9,Yes,Tier 1,2,9,10,6,5,3,8,0,Yes,Yes
5.92,6,0,2,4,9,6,5,Yes,Tier 2,3,0,9,8,9,8,5,3,Yes,Yes
8.79,4,2,1,10,1,1,9,Yes,Tier 3,4,5,7,7,10,6,9,3,No,Yes
5.11,10,2,1,9,10,8,7,No,Tier 2,0,8,9,9,5,3,4,1,Yes,No
9.08,9,2,2,7,8,10,7,No,Tier 1,1,0,1,2,7,4,7,2,Yes,Yes
5.07,7,3,1,1,5,7,9,No,Tier 2,4,5,6,3,5,6,2,4,Yes,No
8.29,5,1,1,8,6,6,2,Yes,Tier 1,3,2,1,9,4,6,4,1,Yes,Yes
6.83,2,0,3,4,8,1,10,Yes,Tier 1,5,9,3,4,3,6,7,1,No,Yes
8.06,9,1,2,7,8,10,5,Yes,Tier 1,4,7,3,2,1,2,7,0,No,Yes
8.48,7,2,0,2,7,5,8,Yes,Tier 3,3,9,2,5,10,6,2,5,Yes,Yes
6.71,9,5,3,3,7,4,8,No,Tier 3,4,6,9,9,1,9,8,5,Yes,No
5.54,9,5,2,1,1,7,3,Yes,Tier 1,0,3,4,10,3,8,8,4,No,Yes
5.35,10,1,2,2,8,2,5,No,Tier 2,5,3,5,2,9,6,3,5,No,Yes
7.94,5,4,3,5,3,1,4,Yes,Tier 3,0,7,6,5,5,6,6,0,No,Yes
7.6,7,5,1,2,5,7,4,Yes,Tier 1,1,5,8,4,1,8,1,0,Yes,No
8.71,5,5,1,6,4,8,2,Yes,Tier 2,1,6,10,4,4,10,5,1,Yes,Yes
7.55,3,1,3,6,10,5,6,No,Tier 1,3,4,8,4,7,6,10,5,Yes,Yes
7.11,10,3,2,6,3,8,1,Yes,Tier 2,0,3,8,6,8,1,1,4,Yes,No
6.99,8,3,0,3,10,4,8,Yes,Tier 1,1,0,5,9,9,4,1,4,Yes,Yes
5.13,8,2,2,3,5,8,10,Yes,Tier 2,3,6,7,8,8,3,8,3,No,Yes
6.68,9,0,0,10,3,3,9,No,Tier 2,5,3,3,7,7,10,5,1,Yes,No
9.88,6,4,0,7,9,7,5,Yes,Tier 1,1,4,10,8,4,9,4,4,Yes,Yes
9.37,2,0,2,4,9,6,6,Yes,Tier 2,5,4,3,1,10,5,8,5,Yes,Yes
6.65,3,0,2,6,6,1,1,No,Tier 1,0,1,5,3,6,5,3,2,No,Yes
7.94,10,4,2,8,3,5,6,Yes,Tier 2,5,1,1,9,4,5,6,1,Yes,Yes
9.24,6,3,0,3,5,4,1,No,Tier 2,4,8,7,2,3,8,7,4,Yes,Yes
7.21,1,5,1,9,8,6,5,Yes,Tier 1,2,5,6,6,2,9,2,3,Yes,Yes
5.09,2,2,0,9,9,9,9,Yes,Tier 1,0,7,9,8,5,6,7,0,No,Yes
5.37,8,1,0,3,3,4,5,Yes,Tier 2,5,5,5,3,10,2,1,3,Yes,Yes
7.55,8,3,0,6,5,2,3,Yes,Tier 1,1,2,1,2,9,5,7,4,Yes,Yes
9.85,6,2,3,5,2,8,4,Yes,Tier 3,2,2,8,2,1,8,1,5,Yes,Yes
8.47,3,5,1,4,2,1,3,Yes,Tier 3,0,4,6,6,3,10,9,5,Yes,Yes
5.35,2,3,0,8,2,6,4,No,Tier 1,1,2,10,8,10,6,10,0,Yes,No
5.95,6,4,0,10,6,4,10,No,Tier 3,0,1,1,6,10,10,5,3,No,Yes
8.86,1,0,3,9,3,6,6,No,Tier 2,5,3,9,9,3,3,8,0,Yes,Yes
9.21,10,4,0,9,10,3,3,No,Tier 3,5,3,5,6,7,4,7,3,No,No
8.09,6,5,1,5,5,9,5,Yes,Tier 2,5,8,2,6,9,6,5,5,Yes,Yes
8.22,9,1,0,5,8,3,7,Yes,Tier 3,3,6,1,8,5,2,3,4,Yes,Yes
5.14,7,4,1,3,5,3,1,No,Tier 2,1,7,6,4,3,2,3,2,Yes,No
9.14,9,5,1,9,2,5,3,No,Tier 3,2,0,3,8,2,4,2,0,No,Yes
8.94,2,0,2,1,6,7,6,Yes,Tier 3,0,6,1,8,5,3,6,1,Yes,Yes
6.3,5,3,3,3,2,6,10,No,Tier 2,1,9,6,2,4,1,9,5,Yes,No
8.54,9,2,3,7,8,7,2,Yes,Tier 2,5,8,6,5,3,5,10,5,Yes,Yes
6.07,7,5,3,7,2,9,8,Yes,Tier 2,4,8,4,3,6,1,8,1,Yes,Yes
5.2,9,5,2,5,7,3,7,No,Tier 2,1,4,6,3,4,9,1,2,No,Yes
6.01,6,1,2,6,4,5,2,No,Tier 2,0,0,1,6,6,4,8,2,No,Yes
5.89,7,3,1,4,4,5,5,No,Tier 2,4,5,5,3,2,6,2,1,Yes,No
6.69,10,5,3,8,8,3,4,Yes,Tier 3,2,2,5,8,6,8,6,3,No,Yes
7.09,5,5,2,4,4,10,2,No,Tier 3,4,6,6,5,3,9,10,0,No,Yes
7.54,6,2,2,10,8,9,4,Yes,Tier 2,0,7,5,2,3,1,8,0,Yes,Yes
7.38,1,0,2,6,9,9,9,No,Tier 1,4,5,1,5,4,3,5,0,Yes,Yes
6.35,1,4,1,5,8,6,10,No,Tier 2,5,1,3,7,4,1,1,4,No,Yes
5.15,2,3,0,10,4,5,2,No,Tier 1,0,9,10,9,3,4,2,3,Yes,No
8.03,4,2,2,6,5,4,10,Yes,Tier 1,4,9,7,1,10,7,1,1,Yes,Yes
6.98,9,2,2,3,6,4,10,No,Tier 2,3,8,5,6,1,6,8,5,No,Yes
6.49,7,4,2,3,9,5,6,Yes,Tier 1,2,6,7,3,1,4,1,4,Yes,No
9.33,6,3,3,10,5,2,4,Yes,Tier 2,2,8,6,3,8,4,1,3,No,Yes
8.73,1,3,3,7,2,8,8,Yes,Tier 1,2,1,2,9,2,7,6,2,Yes,No
9.29,5,0,2,1,7,7,4,No,Tier 2,3,5,2,9,5,10,6,5,Yes,Yes
7.47,4,3,1,1,6,7,9,Yes,Tier 2,2,8,3,5,7,8,6,2,Yes,Yes
5.65,5,5,0,1,3,1,10,No,Tier 1,4,7,1,8,3,2,3,4,Yes,Yes
8.48,9,4,3,6,8,8,3,No,Tier 1,5,9,10,7,8,3,8,0,Yes,Yes
6.03,3,3,0,4,3,1,7,Yes,Tier 1,1,4,2,1,2,10,1,1,Yes,No
7.21,4,0,2,6,10,9,5,Yes,Tier 1,5,9,2,4,7,6,4,1,Yes,No
5.33,8,2,3,1,4,6,1,No,Tier 1,3,1,3,4,4,1,9,2,Yes,No
9.13,3,5,0,4,9,8,3,Yes,Tier 2,3,6,7,5,4,6,10,3,No,Yes
5.63,3,3,2,4,4,1,9,Yes,Tier 2,0,7,10,10,4,1,7,2,Yes,Yes
9.52,9,4,3,2,2,6,9,No,Tier 3,3,7,1,3,9,9,3,1,Yes,Yes
9.32,5,3,2,1,9,1,5,Yes,Tier 2,2,1,4,6,4,4,9,1,Yes,Yes
7.32,10,1,3,8,10,3,5,Yes,Tier 2,3,3,1,6,4,8,6,3,Yes,No
8.72,1,0,0,6,8,2,4,Yes,Tier 1,3,7,5,2,6,2,4,4,No,No
8.1,7,2,0,4,4,2,4,Yes,Tier 2,4,3,6,10,4,6,5,2,Yes,No
9.02,7,1,3,2,6,4,4,Yes,Tier 2,4,9,8,7,5,7,2,4,No,Yes
7.16,6,4,1,5,6,7,2,Yes,Tier 2,5,6,1,4,4,4,2,1,Yes,Yes
8.93,6,3,2,9,2,3,7,Yes,Tier 2,3,3,2,4,2,4,6,0,Yes,Yes
7.31,3,0,0,7,9,7,3,Yes,Tier 2,2,8,9,1,5,6,5,1,No,Yes
9.7,3,5,1,4,6,9,1,Yes,Tier 1,4,8,9,6,10,4,2,3,Yes,Yes
7.43,10,3,3,5,5,4,10,Yes,Tier 1,1,3,6,5,2,9,5,5,Yes,Yes
7.31,9,3,0,8,2,7,3,No,Tier 1,4,2,6,3,5,9,8,2,Yes,Yes
8.93,1,3,0,5,10,1,9,Yes,Tier 1,0,3,5,4,5,10,2,4,No,Yes
9.11,7,5,2,6,1,2,9,No,Tier 1,0,8,6,5,10,5,1,1,Yes,Yes
7.77,10,3,1,10,7,8,10,No,Tier 2,3,6,3,7,5,3,7,5,Yes,Yes
5.9,7,0,2,6,4,3,7,Yes,Tier 1,3,3,3,6,10,2,9,1,No,Yes
7.34,8,5,3,8,7,5,1,Yes,Tier 2,2,8,8,7,9,6,4,1,Yes,Yes
9.84,6,5,0,5,5,8,6,Yes,Tier 2,5,8,1,9,1,4,3,2,Yes,Yes
8.76,8,1,1,1,1,5,10,Yes,Tier 1,5,0,4,6,10,4,10,5,Yes,Yes
9.06,1,4,2,4,5,1,1,No,Tier 2,1,8,2,4,5,9,1,0,No,Yes
5.16,1,5,1,3,4,2,2,No,Tier 2,2,7,7,4,8,10,2,2,No,No
7.34,9,1,3,2,1,10,3,Yes,Tier 1,2,2,10,5,3,5,9,2,No,Yes
8.23,4,0,0,7,10,3,6,No,Tier 2,5,7,5,1,5,3,7,3,Yes,Yes
9.15,3,4,1,7,2,10,7,No,Tier 2,0,3,5,7,5,10,1,2,Yes,Yes
5.25,6,5,3,8,9,2,8,Yes,Tier 3,5,1,4,4,10,4,7,1,Yes,Yes
9.26,10,2,3,10,1,9,9,No,Tier 2,5,5,6,1,2,6,4,0,Yes,Yes
7.74,9,1,0,5,10,5,7,Yes,Tier 2,1,1,10,9,8,5,2,4,Yes,Yes
5.99,10,0,2,1,4,1,6,Yes,Tier 2,5,6,6,8,3,10,6,2,Yes,No
6.59,4,0,0,6,8,8,5,No,Tier 2,1,0,6,9,2,10,10,4,Yes,Yes
6.41,9,0,0,6,5,3,10,Yes,Tier 1,4,3,10,8,7,8,6,3,Yes,Yes
7.65,5,4,1,8,10,9,2,Yes,Tier 2,3,7,8,10,4,10,8,0,Yes,Yes
5.26,7,3,1,10,7,9,8,Yes,Tier 2,3,6,2,4,6,9,5,3,Yes,Yes
5.79,3,2,2,2,2,6,5,Yes,Tier 2,0,6,4,7,8,3,5,4,Yes,Yes
9.06,3,4,3,9,4,4,10,Yes,Tier 1,0,6,2,1,8,6,6,0,Yes,Yes
5.66,3,4,1,6,4,9,2,Yes,Tier 1,4,9,9,5,9,2,9,0,Yes,Yes
6.17,8,5,2,1,1,9,3,Yes,Tier 3,4,6,6,10,4,9,10,2,Yes,Yes
7.27,6,1,0,9,8,2,10,Yes,Tier 1,2,6,10,10,3,6,10,2,No,Yes
7.59,9,2,3,8,3,10,10,No,Tier 3,3,6,1,9,10,1,7,1,No,No
8.82,9,0,0,10,4,6,7,No,Tier 1,4,4,10,8,4,8,3,2,Yes,Yes
7.24,8,4,3,1,2,4,10,No,Tier 2,1,6,7,9,3,4,9,2,Yes,Yes
8.95,1,2,1,8,10,3,8,No,Tier 2,2,4,6,2,1,9,1,5,Yes,No
8.09,6,1,0,7,5,10,5,No,Tier 2,2,6,9,6,3,7,9,2,Yes,Yes
5.57,4,3,0,5,5,6,10,No,Tier 2,3,3,5,2,3,2,6,3,No,Yes
5.78,4,2,3,6,3,8,8,Yes,Tier 2,3,7,8,6,10,4,2,4,Yes,Yes
7.19,3,0,2,4,8,9,10,Yes,Tier 3,3,6,7,4,6,9,1,4,Yes,No
6.98,9,4,3,9,1,9,10,No,Tier 2,0,5,8,5,4,5,8,4,Yes,Yes
8.72,2,3,1,9,2,2,6,Yes,Tier 2,3,5,6,5,3,7,4,4,No,Yes
7.9,1,1,2,10,1,8,2,Yes,Tier 1,0,4,5,7,8,2,8,5,No,Yes
6.94,10,0,0,1,6,8,2,No,Tier 2,4,1,3,5,9,8,7,0,Yes,Yes
5.85,3,3,0,9,4,5,8,No,Tier 2,1,5,2,10,4,9,5,1,Yes,Yes
6.13,4,5,0,3,10,4,4,No,Tier 2,1,7,5,1,5,1,4,1,Yes,No
7.88,4,5,1,2,1,9,8,No,Tier 2,2,1,3,6,5,7,4,3,Yes,Yes
7.12,6,1,0,4,7,4,9,Yes,Tier 1,2,5,2,9,6,8,7,4,Yes,No
7.57,1,0,0,4,9,10,6,Yes,Tier 3,2,1,4,7,9,7,8,1,Yes,Yes
5.85,1,4,2,9,5,4,9,No,Tier 1,1,7,9,5,8,2,8,1,No,No
8.31,2,1,1,4,7,3,6,No,Tier 1,2,3,8,7,5,8,7,5,Yes,No
9.26,4,3,0,5,4,10,3,Yes,Tier 2,0,9,8,4,10,9,1,3,Yes,Yes
6.29,7,0,2,6,4,3,8,No,Tier 3,2,7,7,7,7,5,1,4,No,No
7.46,6,5,0,4,4,3,1,Yes,Tier 1,4,5,7,7,2,3,1,2,Yes,Yes
9.88,9,5,2,1,5,7,6,No,Tier 2,2,7,5,7,6,5,3,0,No,No
6.67,7,2,0,2,8,5,3,No,Tier 1,0,9,8,9,1,4,3,4,No,No
7.98,5,0,1,3,4,9,10,Yes,Tier 1,5,9,4,1,10,6,1,5,Yes,Yes
5.45,6,3,3,4,7,2,10,Yes,Tier 3,1,8,8,4,1,10,5,5,No,Yes
8.03,10,3,1,5,9,4,3,No,Tier 3,5,6,9,1,1,6,8,3,Yes,Yes
5.45,9,2,2,10,6,2,9,Yes,Tier 1,1,0,8,9,2,10,2,0,Yes,Yes
9.8,1,3,0,10,4,8,7,Yes,Tier 3,1,0,9,7,5,4,7,0,Yes,Yes
8.58,9,0,1,3,5,4,2,No,Tier 2,0,0,1,6,2,7,3,1,Yes,Yes
8.94,6,5,0,1,8,1,6,Yes,Tier 1,1,1,2,1,6,3,10,1,Yes,Yes
8.52,4,1,1,8,4,10,4,Yes,Tier 2,3,2,5,1,1,6,2,2,No,Yes
7.95,5,5,2,8,4,3,10,No,Tier 3,2,5,9,6,9,5,6,0,No,Yes
7.25,1,5,3,4,7,7,7,No,Tier 2,0,8,2,3,8,2,10,3,No,Yes
9.29,7,0,1,7,6,3,4,No,Tier 3,2,7,1,1,9,5,5,5,Yes,Yes
9.78,8,3,0,4,1,5,7,No,Tier 2,4,2,5,3,8,5,10,1,Yes,Yes
7.5,5,2,0,3,9,2,6,No,Tier 1,2,1,7,4,6,8,8,2,Yes,No
9.66,2,2,0,7,5,8,8,Yes,Tier 2,0,6,4,3,10,3,7,3,No,Yes
7.92,8,4,2,6,10,4,7,No,Tier 2,3,8,2,6,3,3,7,1,Yes,No
7.69,10,2,2,1,2,1,9,Yes,Tier 2,3,7,10,6,7,2,1,2,No,Yes
7.27,7,2,3,9,5,4,4,No,Tier 3,1,4,4,5,7,2,6,4,Yes,Yes
6.05,10,3,0,2,8,8,9,Yes,Tier 2,3,1,8,5,7,2,6,0,Yes,Yes
5.02,9,1,3,3,6,9,5,No,Tier 2,4,4,1,5,7,4,5,2,Yes,Yes
6.21,4,1,0,5,8,1,9,No,Tier 3,4,5,1,1,3,5,5,1,Yes,No
7.55,9,3,1,3,5,6,4,Yes,Tier 1,2,6,9,5,8,1,2,0,Yes,No
6.9,4,2,1,3,4,4,3,Yes,Tier 2,4,8,2,7,10,10,6,5,No,Yes
7.24,3,0,1,8,10,8,7,Yes,Tier 1,0,5,6,3,6,2,9,2,Yes,Yes
9.9,3,5,0,4,3,1,4,Yes,Tier 2,1,4,8,3,1,2,2,3,Yes,No
6.75,10,5,1,10,2,5,5,No,Tier 2,4,6,10,9,1,6,1,2,Yes,Yes
7.26,2,1,0,2,9,1,3,No,Tier 3,1,2,10,9,1,3,3,3,Yes,No
5.67,10,3,3,5,1,4,6,Yes,Tier 2,5,8,7,10,9,6,10,3,Yes,Yes
5.24,3,0,2,2,10,2,4,No,Tier 2,1,4,4,10,9,4,7,2,Yes,Yes
8.88,8,2,1,10,2,10,1,Yes,Tier 3,2,8,5,9,8,10,9,3,Yes,Yes
7.85,8,3,0,8,6,9,2,Yes,Tier 3,0,2,10,7,8,7,7,5,Yes,Yes
8.8,2,1,0,3,6,2,8,Yes,Tier 2,5,7,1,3,5,4,10,2,No,Yes
5.75,2,0,3,2,1,4,4,Yes,Tier 1,2,6,6,6,5,5,10,5,Yes,Yes
7.86,2,0,3,3,8,3,10,Yes,Tier 2,4,3,3,7,5,10,10,2,Yes,Yes
6.27,10,1,2,3,4,1,2,Yes,Tier 3,5,9,2,7,6,5,3,4,Yes,Yes
6.14,7,0,3,1,7,1,4,No,Tier 1,5,5,7,1,4,5,5,4,Yes,Yes
5.06,6,5,2,3,10,2,7,Yes,Tier 2,4,3,4,7,5,9,3,4,Yes,Yes
5.65,1,1,2,3,9,8,2,No,Tier 2,1,2,6,9,8,9,6,0,Yes,Yes
6.55,2,5,3,4,2,2,6,Yes,Tier 3,5,5,3,9,3,10,6,1,Yes,Yes
5.58,1,3,2,8,7,1,1,Yes,Tier 2,3,6,10,1,2,4,8,3,No,Yes
9.93,7,4,1,9,1,6,3,No,Tier 2,1,7,9,3,8,6,7,0,Yes,Yes
6.54,6,2,2,1,3,1,9,No,Tier 1,0,1,3,6,9,10,2,3,No,Yes
5.65,2,3,0,1,4,10,5,No,Tier 2,3,7,2,1,6,5,1,2,Yes,Yes
6.0,2,5,0,6,3,9,8,No,Tier 2,3,0,7,5,6,2,6,1,Yes,Yes
7.94,2,2,0,1,8,6,1,Yes,Tier 1,3,9,3,7,3,3,10,2,No,No
5.32,8,2,3,5,7,10,4,Yes,Tier 2,4,7,1,7,5,8,4,0,Yes,No
9.31,7,5,0,1,3,6,3,No,Tier 2,0,7,5,3,10,8,9,0,No,Yes
9.81,1,5,3,8,7,1,10,Yes,Tier 1,4,0,7,5,5,4,2,3,No,No
6.23,4,1,0,5,2,7,9,No,Tier 1,1,0,10,5,7,5,6,2,Yes,Yes
7.25,4,4,2,6,3,3,7,No,Tier 1,5,6,2,8,6,8,1,5,Yes,Yes
5.11,7,5,3,4,7,1,3,Yes,Tier 2,1,5,5,1,6,8,10,4,No,Yes
8.2,2,2,0,8,10,9,1,Yes,Tier 2,1,3,8,4,4,5,8,4,Yes,No
7.07,4,2,2,9,5,8,5,Yes,Tier 3,1,1,7,9,6,3,1,1,No,Yes
6.35,1,3,3,9,9,4,10,No,Tier 3,4,8,6,7,3,8,9,0,No,Yes
6.03,4,4,2,1,8,3,3,No,Tier 2,3,1,6,4,9,5,10,4,Yes,Yes
8.27,1,4,2,7,6,2,2,Yes,Tier 2,0,3,4,3,7,2,5,3,Yes,No
7.08,2,2,2,4,4,2,3,Yes,Tier 3,2,2,10,8,5,1,7,1,Yes,Yes
5.9,2,4,3,10,3,3,5,Yes,Tier 1,5,1,8,2,4,1,7,4,Yes,Yes
8.45,10,3,3,8,6,1,5,Yes,Tier 1,2,6,6,2,7,7,9,5,Yes,Yes
7.83,3,1,1,7,9,10,10,Yes,Tier 2,1,4,10,4,6,3,4,2,No,Yes
9.29,8,2,1,1,5,7,8,Yes,Tier 1,5,9,7,8,4,8,10,4,Yes,Yes
5.59,6,0,1,1,7,2,4,Yes,Tier 2,4,8,7,8,3,9,9,3,Yes,Yes
8.93,6,2,1,1,7,6,2,Yes,Tier 2,1,3,7,10,9,4,8,4,Yes,Yes
8.37,9,2,3,2,7,6,8,Yes,Tier 2,5,1,1,3,2,7,8,1,Yes,No
5.58,8,1,1,10,9,4,8,Yes,Tier 2,4,5,3,7,5,6,1,4,Yes,Yes
8.47,2,5,0,2,2,4,10,No,Tier 2,5,0,10,2,8,1,8,0,Yes,Yes
7.21,6,5,1,9,8,1,8,Yes,Tier 2,3,1,7,10,1,8,9,3,Yes,Yes
9.72,1,0,0,5,2,6,1,No,Tier 2,0,6,4,3,4,8,1,5,Yes,Yes
5.71,9,0,0,1,1,8,9,No,Tier 2,1,6,5,3,3,6,3,0,Yes,Yes
8.21,4,0,2,7,10,10,4,Yes,Tier 2,0,4,5,6,8,9,1,2,No,Yes
6.91,4,5,2,10,6,4,4,No,Tier 1,3,5,6,8,1,8,10,0,No,Yes
9.78,9,1,2,2,2,1,8,No,Tier 2,2,3,8,6,5,3,4,2,Yes,Yes
6.65,3,4,1,3,5,4,8,Yes,Tier 3,5,1,6,6,6,6,8,0,Yes,Yes
9.81,5,0,3,4,1,2,6,Yes,Tier 1,1,6,9,10,8,5,5,5,Yes,Yes
9.51,1,4,0,3,7,4,4,Yes,Tier 2,5,9,8,4,2,5,7,1,Yes,Yes
6.35,6,3,3,3,1,8,3,No,Tier 2,2,4,4,4,1,8,7,1,Yes,Yes
9.02,3,1,3,9,8,3,5,Yes,Tier 2,0,8,6,4,10,6,2,1,Yes,Yes
9.98,1,4,1,4,5,5,8,Yes,Tier 1,5,6,10,9,7,6,1,2,Yes,Yes
6.26,10,5,3,8,5,10,7,Yes,Tier 2,5,1,5,5,7,9,7,4,Yes,Yes
7.18,6,5,3,1,3,2,8,Yes,Tier 3,0,0,1,9,9,7,8,5,No,No
7.6,10,0,2,6,2,9,1,No,Tier 2,2,2,4,8,9,3,8,2,No,Yes
6.47,2,0,2,1,6,3,4,No,Tier 2,3,7,1,5,4,6,5,1,Yes,Yes
5.08,8,4,0,5,4,1,9,Yes,Tier 2,0,5,2,6,8,9,1,5,Yes,Yes
6.1,2,5,0,7,10,7,6,Yes,Tier 3,5,1,7,10,6,9,4,5,Yes,No
6.41,4,4,2,1,4,5,10,No,Tier 2,4,6,6,4,10,7,7,3,Yes,Yes
7.22,3,3,1,9,6,9,8,No,Tier 3,0,7,6,2,4,9,10,1,Yes,Yes
5.86,9,1,1,9,2,3,8,Yes,Tier 2,0,3,5,6,8,6,4,0,Yes,Yes
9.37,2,5,0,6,2,1,5,No,Tier 2,4,7,10,10,9,1,1,0,No,No
8.52,3,2,2,2,10,7,8,No,Tier 1,5,9,2,1,9,8,7,5,Yes,No
5.43,7,5,1,2,10,8,4,No,Tier 2,0,3,4,1,8,7,3,0,Yes,No
8.25,4,3,3,9,4,2,6,Yes,Tier 1,3,2,4,5,4,7,3,1,Yes,Yes
8.27,6,5,0,4,6,2,7,Yes,Tier 2,4,7,8,2,6,2,6,4,Yes,Yes
9.78,3,3,0,6,2,9,6,No,Tier 3,0,1,3,2,9,2,8,5,Yes,Yes
5.02,1,5,3,10,7,4,6,No,Tier 2,4,3,8,6,4,7,8,0,No,Yes
6.24,6,3,3,2,8,1,8,No,Tier 1,0,6,8,9,9,4,5,5,Yes,Yes
9.64,4,0,0,4,9,9,5,Yes,Tier 2,0,0,1,4,5,7,2,3,Yes,Yes
9.66,2,4,3,2,6,9,8,No,Tier 2,1,1,7,6,9,5,4,5,No,Yes
8.6,7,5,1,3,2,6,9,No,Tier 2,0,4,7,1,1,3,9,5,Yes,Yes
8.83,10,1,0,2,6,6,4,Yes,Tier 2,1,8,7,6,5,9,1,1,No,Yes
5.46,5,0,1,8,8,9,3,Yes,Tier 3,0,0,4,10,1,4,5,5,Yes,No
7.57,6,3,0,5,10,2,5,No,Tier 3,5,2,4,1,1,9,2,2,Yes,No
6.16,6,1,1,5,1,9,10,Yes,Tier 1,5,5,5,2,5,1,4,2,No,No
5.91,9,0,2,8,6,4,10,Yes,Tier 2,3,6,9,9,10,9,4,2,Yes,Yes
9.05,2,2,1,8,1,4,5,No,Tier 2,2,5,7,4,1,6,5,2,No,No
5.68,6,5,3,7,6,9,7,Yes,Tier 2,1,6,7,8,9,7,6,1,Yes,Yes
7.34,9,5,2,5,10,7,3,No,Tier 2,2,7,2,4,10,8,6,0,Yes,Yes
9.69,4,3,0,7,4,10,10,Yes,Tier 2,2,9,8,1,9,2,8,1,Yes,Yes
5.93,6,0,1,1,3,5,9,Yes,Tier 2,3,5,6,4,1,7,2,3,No,No
9.89,7,0,0,3,3,8,6,Yes,Tier 3,3,0,10,8,7,3,3,3,Yes,Yes
9.97,1,3,2,3,4,1,10,No,Tier 2,3,3,9,4,10,6,3,2,Yes,Yes
7.78,5,2,3,2,3,7,9,No,Tier 1,2,0,7,4,6,7,9,1,Yes,Yes
5.85,4,5,3,6,9,4,1,No,Tier 2,0,4,3,5,2,5,9,5,Yes,Yes
6.58,10,4,3,3,4,2,2,Yes,Tier 2,4,7,9,4,6,3,10,2,No,Yes
7.12,2,2,0,4,1,2,10,Yes,Tier 2,3,1,6,6,1,4,10,3,Yes,Yes
6.55,2,3,3,3,4,9,2,Yes,Tier 1,5,4,7,9,8,8,1,0,No,No
6.4,2,4,3,7,1,6,8,Yes,Tier 2,1,5,6,3,5,10,7,1,Yes,Yes
9.86,7,0,0,4,10,4,4,No,Tier 2,0,2,4,1,7,7,3,5,No,No
5.77,4,2,0,5,10,2,7,Yes,Tier 3,3,1,8,8,10,8,4,5,Yes,Yes
8.67,6,2,2,7,3,7,4,No,Tier 2,5,3,5,4,10,5,2,2,Yes,Yes
5.0,7,5,3,4,4,9,4,Yes,Tier 2,3,9,7,9,2,7,1,2,Yes,Yes
7.98,9,5,2,6,4,2,8,No,Tier 3,5,9,10,5,7,7,2,5,Yes,Yes
9.58,2,4,1,9,9,4,10,Yes,Tier 2,3,9,2,1,9,8,2,0,No,Yes
6.44,10,0,1,6,6,1,4,No,Tier 2,4,7,9,6,6,2,8,5,Yes,Yes
